origin-city,origin-state,destination-city,destination-state,hours
Prairie du Chien,Wisconsin,Cincinnati,Ohio,23.75
Prairie du Chien,Wisconsin,Saint Louis,Missouri,23.67
Prairie du Chien,Wisconsin,Omaha,Nebraska,28.00
Prairie du Chien,Wisconsin,San Francisco,California,128.10
Cheyenne City,Wyoming,Boston,Massachusetts,87.58
Cheyenne City,Wyoming,New York,New York,73.03
Cheyenne City,Wyoming,Philadelphia,Pennsylvania,70.70
Cheyenne City,Wyoming,Baltimore,Maryland,75.88
Cheyenne City,Wyoming,Washington,District of Columbia,74.63
Cheyenne City,Wyoming,Pittsburgh,Pennsylvania,63.37
Cheyenne City,Wyoming,Chicago,Illinois,46.12
Cheyenne City,Wyoming,Charleston,South Carolina,96.02
Cheyenne City,Wyoming,Cincinnati,Ohio,50.20
Cheyenne City,Wyoming,Saint Louis,Missouri,39.20
Cheyenne City,Wyoming,Omaha,Nebraska,23.83
Cheyenne City,Wyoming,San Francisco,California,68.15
