Origin City,Origin State,Destination,Hours
St. Paul,Minnesota,Pittsburgh,33.25
St. Paul,Minnesota,Chicago,18.0
St. Paul,Minnesota,Charleston,80.4833
St. Paul,Minnesota,Cincinnati,29.3833
St. Paul,Minnesota,Saint Louis,25.5833
St. Paul,Minnesota,Omaha,17.55
St. Paul,Minnesota,San Francisco,117.7333
Winona,Minnesota,Boston,56.2167
Winona,Minnesota,New York,41.4833
Winona,Minnesota,Philadelphia,39.15
Winona,Minnesota,Baltimore,45.2333
Winona,Minnesota,Washington,43.9833
Winona,Minnesota,Pittsburgh,28.4167
Winona,Minnesota,Chicago,13.8167
Winona,Minnesota,Charleston,78.2167
Winona,Minnesota,Cincinnati,25.2333
Winona,Minnesota,Saint Louis,21.5667
Winona,Minnesota,Omaha,24.75
Winona,Minnesota,San Francisco,124.85
Jackson,Mississippi,Boston,62.3
Jackson,Mississippi,New York,55.55
Jackson,Mississippi,Philadelphia,51.7167
Jackson,Mississippi,Baltimore,51.0
Jackson,Mississippi,Washington,48.6667
Jackson,Mississippi,Pittsburgh,55.4667
Jackson,Mississippi,Chicago,30.8833
Jackson,Mississippi,Charleston,54.4167
Jackson,Mississippi,Cincinnati,41.9667
Jackson,Mississippi,Saint Louis,22.3
Jackson,Mississippi,Omaha,42.1667
Jackson,Mississippi,San Francisco,139.6667
Vicksburgh,Mississippi,Boston,69.9167
Vicksburgh,Mississippi,New York,62.6667
Vicksburgh,Mississippi,Philadelphia,58.9667
Vicksburgh,Mississippi,Baltimore,54.0833
Vicksburgh,Mississippi,Washington,51.75
Vicksburgh,Mississippi,Pittsburgh,62.3
Vicksburgh,Mississippi,Chicago,37.8833
Vicksburgh,Mississippi,Charleston,59.5
Vicksburgh,Mississippi,Cincinnati,48.8833
Vicksburgh,Mississippi,Saint Louis,29.3
Vicksburgh,Mississippi,Omaha,46.9167
Vicksburgh,Mississippi,San Francisco,144.4167
Hannibal,Missouri,Boston,44.3833
Hannibal,Missouri,New York,39.2667
Hannibal,Missouri,Philadelphia,36.0833
Hannibal,Missouri,Baltimore,37.5833
Hannibal,Missouri,Washington,37.8833
Hannibal,Missouri,Pittsburgh,24.9833
Hannibal,Missouri,Chicago,18.9167
Hannibal,Missouri,Charleston,59.0167
Hannibal,Missouri,Cincinnati,14.3667
Hannibal,Missouri,Saint Louis,6.5833
Hannibal,Missouri,Omaha,15.4167
Hannibal,Missouri,San Francisco,121.5667
Jefferson City,Missouri,Boston,48.1833
Jefferson City,Missouri,New York,42.9167
Jefferson City,Missouri,Philadelphia,40.75
Jefferson City,Missouri,Baltimore,36.6667
Jefferson City,Missouri,Washington,35.4667
Jefferson City,Missouri,Pittsburgh,29.65
Jefferson City,Missouri,Chicago,18.0
Jefferson City,Missouri,Charleston,59.7
Jefferson City,Missouri,Cincinnati,16.2833
Jefferson City,Missouri,Saint Louis,5.0
Jefferson City,Missouri,Omaha,17.8333
Jefferson City,Missouri,San Francisco,119.7
Kansas City,Missouri,Boston,49.35
Kansas City,Missouri,New York,46.6
Kansas City,Missouri,Philadelphia,44.3333
Kansas City,Missouri,Baltimore,44.1667
Kansas City,Missouri,Washington,45.45
Kansas City,Missouri,Pittsburgh,33.9167
Kansas City,Missouri,Chicago,19.75
Kansas City,Missouri,Charleston,66.5333
Kansas City,Missouri,Cincinnati,22.1167
Kansas City,Missouri,Saint Louis,11.3667
Kansas City,Missouri,Omaha,8.8333
Kansas City,Missouri,San Francisco,111.45
St. Louis,Missouri,Boston,42.9667
St. Louis,Missouri,New York,35.4167
St. Louis,Missouri,Philadelphia,34.25
St. Louis,Missouri,Baltimore,30.1667
St. Louis,Missouri,Washington,28.9667
St. Louis,Missouri,Pittsburgh,23.15
St. Louis,Missouri,Chicago,11.5
St. Louis,Missouri,Charleston,58.2
St. Louis,Missouri,Cincinnati,9.7833
St. Louis,Missouri,Omaha,15.7167
St. Louis,Missouri,San Francisco,118.4
Lincoln,Nebraska,Boston,64.3
Lincoln,Nebraska,New York,52.1167
Lincoln,Nebraska,Philadelphia,49.7833
Lincoln,Nebraska,Baltimore,55.1167
Lincoln,Nebraska,Washington,53.95
Lincoln,Nebraska,Pittsburgh,47.95
Lincoln,Nebraska,Chicago,22.25
Lincoln,Nebraska,Charleston,80.9
Lincoln,Nebraska,Cincinnati,34.75
Lincoln,Nebraska,Saint Louis,22.6167
Lincoln,Nebraska,Omaha,2.6667
Lincoln,Nebraska,San Francisco,97.0167
Omaha,Nebraska,Boston,62.9667
Omaha,Nebraska,New York,49.9167
Omaha,Nebraska,Philadelphia,47.5833
Omaha,Nebraska,Baltimore,46.0
Omaha,Nebraska,Washington,45.8333
Omaha,Nebraska,Pittsburgh,30.1667
Omaha,Nebraska,Chicago,21.5
Omaha,Nebraska,Charleston,71.4833
Omaha,Nebraska,Cincinnati,27.3
Omaha,Nebraska,Saint Louis,15.1667
Omaha,Nebraska,San Francisco,97.0833
Carson City,Nevada,Boston,146.25
Carson City,Nevada,New York,129.4167
Carson City,Nevada,Philadelphia,130.4167
Carson City,Nevada,Baltimore,130.3333
Carson City,Nevada,Washington,131.8667
Carson City,Nevada,Pittsburgh,117.4167
Carson City,Nevada,Chicago,102.6667
Carson City,Nevada,Charleston,154.8667
Carson City,Nevada,Cincinnati,106.25
Carson City,Nevada,Saint Louis,95.4167
Carson City,Nevada,Omaha,79.3333
Carson City,Nevada,San Francisco,30.35
Elko,Nevada,Boston,134.4167
Elko,Nevada,New York,117.5833
Elko,Nevada,Philadelphia,118.5833
Elko,Nevada,Baltimore,118.5
Elko,Nevada,Washington,120.0333
Elko,Nevada,Pittsburgh,105.5833
Elko,Nevada,Chicago,90.8333
Elko,Nevada,Charleston,143.0333
Elko,Nevada,Cincinnati,94.4167
Elko,Nevada,Saint Louis,83.5833
Elko,Nevada,Omaha,67.5
Elko,Nevada,San Francisco,27.6833
Concord,New Hampshire,Boston,2.8333
Concord,New Hampshire,New York,10.8667
Concord,New Hampshire,Philadelphia,18.4167
Concord,New Hampshire,Baltimore,23.0833
Concord,New Hampshire,Washington,24.6167
Concord,New Hampshire,Pittsburgh,27.75
Concord,New Hampshire,Chicago,38.5833
Concord,New Hampshire,Charleston,45.1667
Concord,New Hampshire,Cincinnati,38.5
Concord,New Hampshire,Saint Louis,50.0833
Concord,New Hampshire,Omaha,68.0
Concord,New Hampshire,San Francisco,166.0
Cape May,New Jersey,Boston,22.5833
Cape May,New Jersey,New York,6.25
Cape May,New Jersey,Philadelphia,2.6667
Cape May,New Jersey,Baltimore,9.9167
Cape May,New Jersey,Washington,10.2833
Cape May,New Jersey,Pittsburgh,17.25
Cape May,New Jersey,Chicago,38.8333
Cape May,New Jersey,Charleston,33.4167
Cape May,New Jersey,Cincinnati,28.0
Cape May,New Jersey,Saint Louis,37.3333
Cape May,New Jersey,Omaha,51.6667
Cape May,New Jersey,San Francisco,147.6667
Trenton,New Jersey,Boston,11.75
Trenton,New Jersey,New York,1.5
Trenton,New Jersey,Philadelphia,1.0833
Trenton,New Jersey,Baltimore,4.8333
Trenton,New Jersey,Washington,6.2
Trenton,New Jersey,Pittsburgh,11.25
Trenton,New Jersey,Chicago,32.8333
Trenton,New Jersey,Charleston,33.5
Trenton,New Jersey,Cincinnati,22.0
Trenton,New Jersey,Saint Louis,31.4167
Trenton,New Jersey,Omaha,45.75
Trenton,New Jersey,San Francisco,141.75
Mesilla,New Mexico,Boston,113.8333
Mesilla,New Mexico,New York,107.2833
Mesilla,New Mexico,Philadelphia,104.1167
Mesilla,New Mexico,Baltimore,107.7
Mesilla,New Mexico,Washington,106.5333
Mesilla,New Mexico,Pittsburgh,94.0167
Mesilla,New Mexico,Chicago,82.7
Mesilla,New Mexico,Charleston,24.0667
Mesilla,New Mexico,Cincinnati,82.65
Mesilla,New Mexico,Saint Louis,69.9
Mesilla,New Mexico,Omaha,66.75
Mesilla,New Mexico,San Francisco,60.65
Santa Fe,New Mexico,Boston,100.0833
Santa Fe,New Mexico,New York,93.5333
Santa Fe,New Mexico,Philadelphia,90.3667
Santa Fe,New Mexico,Baltimore,93.95
Santa Fe,New Mexico,Washington,92.7833
Santa Fe,New Mexico,Pittsburgh,80.2667
Santa Fe,New Mexico,Chicago,68.95
Santa Fe,New Mexico,Charleston,110.3167
Santa Fe,New Mexico,Cincinnati,68.9
Santa Fe,New Mexico,Saint Louis,56.15
Santa Fe,New Mexico,Omaha,53.0
Santa Fe,New Mexico,San Francisco,71.6833
Albany,New York,Boston,7.3333
Albany,New York,New York,4.0833
Albany,New York,Philadelphia,8.25
Albany,New York,Baltimore,13.0833
Albany,New York,Washington,14.6167
Albany,New York,Pittsburgh,18.5833
Albany,New York,Chicago,29.0
Albany,New York,Charleston,37.75
Albany,New York,Cincinnati,26.5
Albany,New York,Saint Louis,31.0
Albany,New York,Omaha,56.6667
Albany,New York,San Francisco,154.4167
Buffalo,New York,Boston,17.4167
Buffalo,New York,New York,13.5833
Buffalo,New York,Philadelphia,17.25
Buffalo,New York,Baltimore,17.3333
Buffalo,New York,Washington,18.7
Buffalo,New York,Pittsburgh,14.0833
Buffalo,New York,Chicago,19.5833
Buffalo,New York,Charleston,41.3333
Buffalo,New York,Cincinnati,17.3333
Buffalo,New York,Saint Louis,23.0833
Buffalo,New York,Omaha,45.75
Buffalo,New York,San Francisco,143.5
New York,New York,Boston,6.75
New York,New York,Philadelphia,2.0
New York,New York,Baltimore,5.4167
New York,New York,Washington,6.7
New York,New York,Pittsburgh,11.3167
New York,New York,Chicago,25.6667
New York,New York,Charleston,27.0833
New York,New York,Cincinnati,23.5833
New York,New York,Saint Louis,35.5
New York,New York,Omaha,61.5
New York,New York,San Francisco,159.25
Rome,New York,Boston,10.75
Rome,New York,New York,7.8667
Rome,New York,Philadelphia,12.0
Rome,New York,Baltimore,17.6667
Rome,New York,Washington,19.2
Rome,New York,Pittsburgh,22.3333
Rome,New York,Chicago,25.4667
Rome,New York,Charleston,42.0833
Rome,New York,Cincinnati,23.3667
Rome,New York,Saint Louis,27.9667
Rome,New York,Omaha,54.3333
Rome,New York,San Francisco,152.0833
West Point,New York,Boston,8.25
West Point,New York,New York,1.5
West Point,New York,Philadelphia,5.4167
West Point,New York,Baltimore,10.9167
West Point,New York,Washington,12.45
West Point,New York,Pittsburgh,15.75
West Point,New York,Chicago,32.0
West Point,New York,Charleston,36.3333
West Point,New York,Cincinnati,26.5
West Point,New York,Saint Louis,33.8333
West Point,New York,Omaha,65.5333
West Point,New York,San Francisco,162.5333
Charlotte,North Carolina,Boston,33.6667
Charlotte,North Carolina,New York,25.6667
Charlotte,North Carolina,Philadelphia,19.3333
Charlotte,North Carolina,Baltimore,15.3333
Charlotte,North Carolina,Washington,14.0
Charlotte,North Carolina,Pittsburgh,24.6667
Charlotte,North Carolina,Chicago,35.6667
Charlotte,North Carolina,Charleston,11.75
Charlotte,North Carolina,Cincinnati,32.1667
Charlotte,North Carolina,Saint Louis,44.0
Charlotte,North Carolina,Omaha,62.75
Charlotte,North Carolina,San Francisco,158.1667
Raleigh,North Carolina,Boston,32.2333
Raleigh,North Carolina,New York,24.2333
Raleigh,North Carolina,Philadelphia,20.2333
Raleigh,North Carolina,Baltimore,18.7333
Raleigh,North Carolina,Washington,14.6167
Raleigh,North Carolina,Pittsburgh,25.2833
Raleigh,North Carolina,Chicago,40.2833
Raleigh,North Carolina,Charleston,18.9667
Raleigh,North Carolina,Cincinnati,32.7833
Raleigh,North Carolina,Saint Louis,44.6167
Raleigh,North Carolina,Omaha,63.2833
Raleigh,North Carolina,San Francisco,158.8667
Wilmington,North Carolina,Boston,35.6667
Wilmington,North Carolina,New York,27.6667
Wilmington,North Carolina,Philadelphia,19.1333
Wilmington,North Carolina,Baltimore,17.3
Wilmington,North Carolina,Washington,15.9667
Wilmington,North Carolina,Pittsburgh,26.6333
Wilmington,North Carolina,Chicago,41.6333
Wilmington,North Carolina,Charleston,7.8333
Wilmington,North Carolina,Cincinnati,34.1333
Wilmington,North Carolina,Saint Louis,45.9667
Wilmington,North Carolina,Omaha,64.6333
Wilmington,North Carolina,San Francisco,160.2167
Cincinnati,Ohio,Boston,32.9167
Cincinnati,Ohio,New York,22.6667
Cincinnati,Ohio,Philadelphia,20.5
Cincinnati,Ohio,Baltimore,22.4167
Cincinnati,Ohio,Washington,21.4167
Cincinnati,Ohio,Pittsburgh,10.75
Cincinnati,Ohio,Chicago,11.1667
Cincinnati,Ohio,Charleston,44.8333
Cincinnati,Ohio,Saint Louis,10.0
Cincinnati,Ohio,Omaha,26.9167
Cincinnati,Ohio,San Francisco,123.75
Cleveland,Ohio,Boston,23.1667
Cleveland,Ohio,New York,19.5
Cleveland,Ohio,Philadelphia,17.0833
Cleveland,Ohio,Baltimore,16.9167
Cleveland,Ohio,Washington,15.9167
Cleveland,Ohio,Pittsburgh,6.4167
Cleveland,Ohio,Chicago,10.5
Cleveland,Ohio,Charleston,41.9167
Cleveland,Ohio,Cincinnati,9.5
Cleveland,Ohio,Saint Louis,18.1667
Cleveland,Ohio,Omaha,33.8667
Cleveland,Ohio,San Francisco,132.7
Columbus,Ohio,Boston,29.1667
Columbus,Ohio,New York,21.1667
Columbus,Ohio,Philadelphia,18.8333
Columbus,Ohio,Baltimore,17.6667
Columbus,Ohio,Washington,18.1667
Columbus,Ohio,Pittsburgh,7.0
Columbus,Ohio,Chicago,15.3333
Columbus,Ohio,Charleston,43.8333
Columbus,Ohio,Cincinnati,4.3333
Columbus,Ohio,Saint Louis,13.5833
Columbus,Ohio,Omaha,27.3333
Columbus,Ohio,San Francisco,124.0
Toledo,Ohio,Boston,27.75
Toledo,Ohio,New York,24.5833
Toledo,Ohio,Philadelphia,25.0
Toledo,Ohio,Baltimore,21.1667
Toledo,Ohio,Washington,20.1667
Toledo,Ohio,Pittsburgh,13.0
Toledo,Ohio,Chicago,8.3167
Toledo,Ohio,Charleston,45.5
Toledo,Ohio,Cincinnati,7.4167
Toledo,Ohio,Saint Louis,14.9167
Toledo,Ohio,Omaha,30.4333
Toledo,Ohio,San Francisco,129.2667
Harrisburg,Pennsylvania,Boston,15.5833
Harrisburg,Pennsylvania,New York,5.8333
Harrisburg,Pennsylvania,Philadelphia,3.0833
Harrisburg,Pennsylvania,Baltimore,3.3333
Harrisburg,Pennsylvania,Washington,4.3667
Harrisburg,Pennsylvania,Pittsburgh,6.9167
Harrisburg,Pennsylvania,Chicago,28.5
Harrisburg,Pennsylvania,Charleston,26.8333
Harrisburg,Pennsylvania,Cincinnati,17.6667
Harrisburg,Pennsylvania,Saint Louis,29.1667
Harrisburg,Pennsylvania,Omaha,43.0
Harrisburg,Pennsylvania,San Francisco,141.15
Philadelphia,Pennsylvania,Boston,11.75
Philadelphia,Pennsylvania,New York,2.0
Philadelphia,Pennsylvania,Baltimore,2.5
Philadelphia,Pennsylvania,Washington,4.0333
Philadelphia,Pennsylvania,Pittsburgh,9.0667
Philadelphia,Pennsylvania,Chicago,23.4167
Philadelphia,Pennsylvania,Charleston,24.4167
Philadelphia,Pennsylvania,Cincinnati,20.9167
Philadelphia,Pennsylvania,Saint Louis,32.0
Philadelphia,Pennsylvania,Omaha,45.9167
Philadelphia,Pennsylvania,San Francisco,143.9167
Pittsburgh,Pennsylvania,Boston,23.0
Pittsburgh,Pennsylvania,New York,12.8167
Pittsburgh,Pennsylvania,Philadelphia,10.4833
Pittsburgh,Pennsylvania,Baltimore,10.2333
Pittsburgh,Pennsylvania,Washington,11.4833
Pittsburgh,Pennsylvania,Chicago,13.9833
Pittsburgh,Pennsylvania,Charleston,35.0833
Pittsburgh,Pennsylvania,Cincinnati,10.75
Pittsburgh,Pennsylvania,Saint Louis,20.3333
Pittsburgh,Pennsylvania,Omaha,34.25
Pittsburgh,Pennsylvania,San Francisco,132.25
Williamsport,Pennsylvania,Boston,20.0833
Williamsport,Pennsylvania,New York,10.3333
Williamsport,Pennsylvania,Philadelphia,7.3333
Williamsport,Pennsylvania,Baltimore,7.4167
Williamsport,Pennsylvania,Washington,8.7833
Williamsport,Pennsylvania,Pittsburgh,14.9333
Williamsport,Pennsylvania,Chicago,36.5167
Williamsport,Pennsylvania,Charleston,31.25
Williamsport,Pennsylvania,Cincinnati,25.6833
Williamsport,Pennsylvania,Saint Louis,35.0
Williamsport,Pennsylvania,Omaha,39.3333
Williamsport,Pennsylvania,San Francisco,135.8333
Newport,Rhode Island,Boston,2.4167
Newport,Rhode Island,New York,6.5
Newport,Rhode Island,Philadelphia,11.1667
Newport,Rhode Island,Baltimore,15.5833
Newport,Rhode Island,Washington,17.1167
Newport,Rhode Island,Pittsburgh,26.25
Newport,Rhode Island,Chicago,41.1667
Newport,Rhode Island,Charleston,40.75
Newport,Rhode Island,Cincinnati,37.0
Newport,Rhode Island,Saint Louis,48.5833
Newport,Rhode Island,Omaha,70.5833
Newport,Rhode Island,San Francisco,166.5833
Providence,Rhode Island,Boston,1.4167
Providence,Rhode Island,New York,5.35
Providence,Rhode Island,Philadelphia,10.1667
Providence,Rhode Island,Baltimore,14.5833
Providence,Rhode Island,Washington,16.1167
Providence,Rhode Island,Pittsburgh,24.0167
Providence,Rhode Island,Chicago,38.0833
Providence,Rhode Island,Charleston,39.75
Providence,Rhode Island,Cincinnati,35.3333
Providence,Rhode Island,Saint Louis,44.3333
Providence,Rhode Island,Omaha,67.5
Providence,Rhode Island,San Francisco,163.5
Charleston,South Carolina,Boston,43.9167
Charleston,South Carolina,New York,34.75
Charleston,South Carolina,Philadelphia,31.5
Charleston,South Carolina,Baltimore,27.3333
Charleston,South Carolina,Washington,25.25
Charleston,South Carolina,Pittsburgh,37.0
Charleston,South Carolina,Chicago,56.75
Charleston,South Carolina,Cincinnati,43.25
Charleston,South Carolina,Saint Louis,55.4167
Charleston,South Carolina,Omaha,71.75
Charleston,South Carolina,San Francisco,169.25
Columbia,South Carolina,Boston,41.5833
Columbia,South Carolina,New York,32.4167
Columbia,South Carolina,Philadelphia,29.4167
Columbia,South Carolina,Baltimore,25.25
Columbia,South Carolina,Washington,21.6833
Columbia,South Carolina,Pittsburgh,36.6667
Columbia,South Carolina,Chicago,49.3333
Columbia,South Carolina,Charleston,4.5
Columbia,South Carolina,Cincinnati,36.6667
Columbia,South Carolina,Saint Louis,49.25
Columbia,South Carolina,Omaha,65.25
Columbia,South Carolina,San Francisco,162.75
Port Royal,South Carolina,Boston,47.5833
Port Royal,South Carolina,New York,33.4167
Port Royal,South Carolina,Philadelphia,35.4167
Port Royal,South Carolina,Baltimore,31.25
Port Royal,South Carolina,Washington,29.1667
Port Royal,South Carolina,Pittsburgh,41.0
Port Royal,South Carolina,Chicago,60.75
Port Royal,South Carolina,Charleston,4.8333
Port Royal,South Carolina,Cincinnati,47.25
Port Royal,South Carolina,Saint Louis,59.4167
Port Royal,South Carolina,Omaha,75.75
Port Royal,South Carolina,San Francisco,173.25
Chattanooga,Tennessee,Boston,46.75
Chattanooga,Tennessee,New York,35.0833
Chattanooga,Tennessee,Philadelphia,31.75
Chattanooga,Tennessee,Baltimore,27.9167
Chattanooga,Tennessee,Washington,25.5833
Chattanooga,Tennessee,Pittsburgh,26.8333
Chattanooga,Tennessee,Chicago,26.0
Chattanooga,Tennessee,Charleston,23.0
Chattanooga,Tennessee,Cincinnati,11.5
Chattanooga,Tennessee,Saint Louis,26.1667
Chattanooga,Tennessee,Omaha,41.0833
Chattanooga,Tennessee,San Francisco,137.0833
Knoxville,Tennessee,Boston,42.5833
Knoxville,Tennessee,New York,30.9167
Knoxville,Tennessee,Philadelphia,27.5833
Knoxville,Tennessee,Baltimore,23.75
Knoxville,Tennessee,Washington,18.4167
Knoxville,Tennessee,Pittsburgh,39.3833
Knoxville,Tennessee,Chicago,39.3
Knoxville,Tennessee,Charleston,34.7
Knoxville,Tennessee,Cincinnati,26.8
Knoxville,Tennessee,Saint Louis,37.9667
Knoxville,Tennessee,Omaha,54.4667
Knoxville,Tennessee,San Francisco,150.4667
Memphis,Tennessee,Boston,56.1667
Memphis,Tennessee,New York,47.0
Memphis,Tennessee,Philadelphia,43.6667
Memphis,Tennessee,Baltimore,39.8333
Memphis,Tennessee,Washington,37.5
Memphis,Tennessee,Pittsburgh,32.6667
Memphis,Tennessee,Chicago,44.3333
Memphis,Tennessee,Charleston,44.3333
Memphis,Tennessee,Cincinnati,20.5
Memphis,Tennessee,Saint Louis,30.8333
Memphis,Tennessee,Omaha,46.8333
Memphis,Tennessee,San Francisco,145.0
Nashville,Tennessee,Boston,45.6667
Nashville,Tennessee,New York,38.0833
Nashville,Tennessee,Philadelphia,35.0833
Nashville,Tennessee,Baltimore,35.1667
Nashville,Tennessee,Washington,36.5
Nashville,Tennessee,Pittsburgh,23.0833
Nashville,Tennessee,Chicago,17.8333
Nashville,Tennessee,Charleston,28.9167
Nashville,Tennessee,Cincinnati,11.1667
Nashville,Tennessee,Saint Louis,21.3333
Nashville,Tennessee,Omaha,40.5
Nashville,Tennessee,San Francisco,133.6667
Austin,Texas,Boston,93.1333
Austin,Texas,New York,86.5833
Austin,Texas,Philadelphia,84.4167
Austin,Texas,Baltimore,80.1667
Austin,Texas,Washington,59.1333
Austin,Texas,Pittsburgh,78.3167
Austin,Texas,Chicago,61.6667
Austin,Texas,Charleston,84.1167
Austin,Texas,Cincinnati,59.95
Austin,Texas,Saint Louis,50.1667
Austin,Texas,Omaha,65.8833
Austin,Texas,San Francisco,165.5667
Galveston,Texas,Boston,93.2167
Galveston,Texas,New York,86.6667
Galveston,Texas,Philadelphia,84.5
Galveston,Texas,Baltimore,80.25
Galveston,Texas,Washington,59.2
Galveston,Texas,Pittsburgh,73.4
Galveston,Texas,Chicago,61.75
Galveston,Texas,Charleston,84.2
Galveston,Texas,Cincinnati,60.0333
Galveston,Texas,Saint Louis,50.25
Galveston,Texas,Omaha,65.9667
Galveston,Texas,San Francisco,165.65
San Antonio,Texas,Boston,97.1333
San Antonio,Texas,New York,90.5833
San Antonio,Texas,Philadelphia,88.4167
San Antonio,Texas,Baltimore,84.1667
San Antonio,Texas,Washington,63.1333
San Antonio,Texas,Pittsburgh,77.3167
San Antonio,Texas,Chicago,65.6667
San Antonio,Texas,Charleston,88.1167
San Antonio,Texas,Cincinnati,63.95
San Antonio,Texas,Saint Louis,54.1667
San Antonio,Texas,Omaha,69.8833
San Antonio,Texas,San Francisco,169.5667
Sherman,Texas,Boston,71.7167
Sherman,Texas,New York,65.1667
Sherman,Texas,Philadelphia,63.0
Sherman,Texas,Baltimore,58.9167
Sherman,Texas,Washington,57.7167
Sherman,Texas,Pittsburgh,51.9
Sherman,Texas,Chicago,39.6667
Sherman,Texas,Charleston,70.5333
Sherman,Texas,Cincinnati,40.7
Sherman,Texas,Saint Louis,28.2833
Sherman,Texas,Omaha,46.3333
Sherman,Texas,San Francisco,143.6667
Ogden City,Utah,Boston,118.75
Ogden City,Utah,New York,103.6667
Ogden City,Utah,Philadelphia,104.25
Ogden City,Utah,Baltimore,104.0
Ogden City,Utah,Washington,105.5333
Ogden City,Utah,Pittsburgh,91.1667
Ogden City,Utah,Chicago,76.4167
Ogden City,Utah,Charleston,140.5
Ogden City,Utah,Cincinnati,80.0
Ogden City,Utah,Saint Louis,69.1667
Ogden City,Utah,Omaha,53.0833
Ogden City,Utah,San Francisco,41.5833
Salt Lake City,Utah,Boston,122.0833
Salt Lake City,Utah,New York,107.0
Salt Lake City,Utah,Philadelphia,107.5833
Salt Lake City,Utah,Baltimore,107.3333
Salt Lake City,Utah,Washington,108.8667
Salt Lake City,Utah,Pittsburgh,94.5
Salt Lake City,Utah,Chicago,79.75
Salt Lake City,Utah,Charleston,143.8333
Salt Lake City,Utah,Cincinnati,83.3333
Salt Lake City,Utah,Saint Louis,72.5
Salt Lake City,Utah,Omaha,56.4167
Salt Lake City,Utah,San Francisco,43.9167
Montpelier,Vermont,Boston,8.9167
Montpelier,Vermont,New York,13.0
Montpelier,Vermont,Philadelphia,20.3667
Montpelier,Vermont,Baltimore,24.3333
Montpelier,Vermont,Washington,25.6167
Montpelier,Vermont,Pittsburgh,33.8667
Montpelier,Vermont,Chicago,44.6667
Montpelier,Vermont,Charleston,46.0
Montpelier,Vermont,Cincinnati,44.6167
Montpelier,Vermont,Saint Louis,56.2
Montpelier,Vermont,Omaha,74.0833
Montpelier,Vermont,San Francisco,170.0833
White River Junction,Vermont,Boston,5.5833
White River Junction,Vermont,New York,9.6667
White River Junction,Vermont,Philadelphia,18.1667
White River Junction,Vermont,Baltimore,21.0
White River Junction,Vermont,Washington,22.2833
White River Junction,Vermont,Pittsburgh,31.25
White River Junction,Vermont,Chicago,41.3333
White River Junction,Vermont,Charleston,42.6667
White River Junction,Vermont,Cincinnati,42.0
White River Junction,Vermont,Saint Louis,53.5833
White River Junction,Vermont,Omaha,70.75
White River Junction,Vermont,San Francisco,166.75
Lynchburg,Virginia,Boston,24.7833
Lynchburg,Virginia,New York,16.45
Lynchburg,Virginia,Philadelphia,10.2833
Lynchburg,Virginia,Baltimore,7.45
Lynchburg,Virginia,Washington,6.1167
Lynchburg,Virginia,Pittsburgh,16.7833
Lynchburg,Virginia,Chicago,31.7833
Lynchburg,Virginia,Charleston,24.75
Lynchburg,Virginia,Cincinnati,24.2833
Lynchburg,Virginia,Saint Louis,36.1167
Lynchburg,Virginia,Omaha,54.7833
Lynchburg,Virginia,San Francisco,150.3667
Norfolk,Virginia,Boston,28.75
Norfolk,Virginia,New York,20.4167
Norfolk,Virginia,Philadelphia,12.3333
Norfolk,Virginia,Baltimore,11.1167
Norfolk,Virginia,Washington,8.3333
Norfolk,Virginia,Pittsburgh,19.0
Norfolk,Virginia,Chicago,24.0
Norfolk,Virginia,Charleston,18.8333
Norfolk,Virginia,Cincinnati,26.5
Norfolk,Virginia,Saint Louis,33.3333
Norfolk,Virginia,Omaha,57.0
Norfolk,Virginia,San Francisco,152.5833
Richmond,Virginia,Boston,25.25
Richmond,Virginia,New York,11.1667
Richmond,Virginia,Philadelphia,8.8667
Richmond,Virginia,Baltimore,6.2167
Richmond,Virginia,Washington,4.9667
Richmond,Virginia,Pittsburgh,15.55
Richmond,Virginia,Chicago,30.55
Richmond,Virginia,Charleston,16.3333
Richmond,Virginia,Cincinnati,23.05
Richmond,Virginia,Saint Louis,34.8833
Richmond,Virginia,Omaha,53.55
Richmond,Virginia,San Francisco,149.1333
Staunton,Virginia,Boston,31.4167
Staunton,Virginia,New York,13.6667
Staunton,Virginia,Philadelphia,11.3333
Staunton,Virginia,Baltimore,8.6667
Staunton,Virginia,Washington,7.3333
Staunton,Virginia,Pittsburgh,18.0
Staunton,Virginia,Chicago,33.0
Staunton,Virginia,Charleston,31.5833
Staunton,Virginia,Cincinnati,25.5
Staunton,Virginia,Saint Louis,37.3333
Staunton,Virginia,Omaha,56.0
Staunton,Virginia,San Francisco,151.5833
Charleston,West Virginia,Boston,42.0
Charleston,West Virginia,New York,26.9667
Charleston,West Virginia,Philadelphia,24.6333
Charleston,West Virginia,Baltimore,21.9667
Charleston,West Virginia,Washington,20.6333
Charleston,West Virginia,Pittsburgh,34.7667
Charleston,West Virginia,Chicago,46.3
Charleston,West Virginia,Charleston,37.05
Charleston,West Virginia,Cincinnati,38.8
Charleston,West Virginia,Saint Louis,50.6333
Charleston,West Virginia,Omaha,69.3
Charleston,West Virginia,San Francisco,164.8833
Grafton,West Virginia,Boston,33.0
Grafton,West Virginia,New York,21.25
Grafton,West Virginia,Philadelphia,14.9167
Grafton,West Virginia,Baltimore,9.9167
Grafton,West Virginia,Washington,8.9167
Grafton,West Virginia,Pittsburgh,6.2833
Grafton,West Virginia,Chicago,20.9167
Grafton,West Virginia,Charleston,28.8833
Grafton,West Virginia,Cincinnati,11.8
Grafton,West Virginia,Saint Louis,22.8
Grafton,West Virginia,Omaha,40.2
