origin-city,origin-state,destination-city,destination-state,hours
Los Angeles,California,Omaha,Nebr.,80.50
Los Angeles,California,San Francisco,Cal.,19.08
Sacramento,California,Boston,Mass.,103.50
Sacramento,California,New York,N.Y.,102.50
Sacramento,California,Philadelphia,Pa.,101.67
Sacramento,California,Baltimore,Md.,100.00
Sacramento,California,Washington,D.C.,101.00
Sacramento,California,Pittsburg,Pa.,104.83
Sacramento,California,Chicago,Ill.,77.00
Sacramento,California,Charleston,S.C.,120.00
Sacramento,California,Cincinnati,Ohio,101.50
Sacramento,California,Saint Louis,Mo.,100.00
Sacramento,California,Omaha,Nebr.,75.67
Sacramento,California,San Francisco,Cal.,8.17
San Francisco,California,Boston,Mass.,107.50
San Francisco,California,New York,N.Y.,105.00
San Francisco,California,Philadelphia,Pa.,104.67
San Francisco,California,Baltimore,Md.,103.00
San Francisco,California,Washington,D.C.,104.00
San Francisco,California,Pittsburg,Pa.,107.83
San Francisco,California,Chicago,Ill.,80.00
San Francisco,California,Charleston,S.C.,120.00
San Francisco,California,Cincinnati,Ohio,115.50
San Francisco,California,Saint Louis,Mo.,99.00
San Francisco,California,Omaha,Nebr.,70.67
San Diego,California,Boston,Mass.,118.00
San Diego,California,New York,N.Y.,117.00
San Diego,California,Philadelphia,Pa.,114.00
San Diego,California,Baltimore,Md.,114.00
San Diego,California,Washington,D.C.,116.00
San Diego,California,Pittsburg,Pa.,102.00
San Diego,California,Chicago,Ill.,90.83
San Diego,California,Charleston,S.C.,125.00
San Diego,California,Cincinnati,Ohio,103.00
San Diego,California,Saint Louis,Mo.,89.50
San Diego,California,Omaha,Nebr.,105.50
San Diego,California,San Francisco,Cal.,23.75
Denver,Colorado,Boston,Mass.,64.33
Denver,Colorado,New York,N.Y.,61.50
Denver,Colorado,Philadelphia,Pa.,61.00
Denver,Colorado,Baltimore,Md.,58.50
Denver,Colorado,Washington,D.C.,57.50
Denver,Colorado,Pittsburg,Pa.,47.83
Denver,Colorado,Chicago,Ill.,28.00
Denver,Colorado,Charleston,S.C.,65.00
Denver,Colorado,Cincinnati,Ohio,42.00
Denver,Colorado,Saint Louis,Mo.,32.00
Denver,Colorado,Omaha,Nebr.,18.50
Denver,Colorado,San Francisco,Cal.,62.75
Pueblo,Colorado,Boston,Mass.,71.33
Pueblo,Colorado,New York,N.Y.,70.50
Pueblo,Colorado,Philadelphia,Pa.,66.67
Pueblo,Colorado,Baltimore,Md.,63.50
Pueblo,Colorado,Washington,D.C.,62.50
Pueblo,Colorado,Pittsburg,Pa.,50.83
Pueblo,Colorado,Chicago,Ill.,33.00
Pueblo,Colorado,Charleston,S.C.,70.00
Pueblo,Colorado,Cincinnati,Ohio,48.00
Pueblo,Colorado,Saint Louis,Mo.,37.00
Pueblo,Colorado,Omaha,Nebr.,24.50
Pueblo,Colorado,San Francisco,Cal.,59.75
Hartford,Connecticut,Boston,Mass.,3.00
Hartford,Connecticut,New York,N.Y.,4.00
Hartford,Connecticut,Philadelphia,Pa.,7.33
Hartford,Connecticut,Baltimore,Md.,11.33
Hartford,Connecticut,Washington,D.C.,12.50
Hartford,Connecticut,Pittsburg,Pa.,18.00
Hartford,Connecticut,Chicago,Ill.,30.33
Hartford,Connecticut,Charleston,S.C.,30.50
Hartford,Connecticut,Cincinnati,Ohio,30.58
Hartford,Connecticut,Saint Louis,Mo.,34.33
Hartford,Connecticut,Omaha,Nebr.,42.58
Hartford,Connecticut,San Francisco,Cal.,96.75
New Haven,Connecticut,Boston,Mass.,4.00
New Haven,Connecticut,New York,N.Y.,2.00
New Haven,Connecticut,Philadelphia,Pa.,5.00
New Haven,Connecticut,Baltimore,Md.,9.33
New Haven,Connecticut,Washington,D.C.,10.50
New Haven,Connecticut,Pittsburg,Pa.,16.00
New Haven,Connecticut,Chicago,Ill.,30.33
New Haven,Connecticut,Charleston,S.C.,27.50
New Haven,Connecticut,Cincinnati,Ohio,30.58
New Haven,Connecticut,Saint Louis,Mo.,32.33
New Haven,Connecticut,Omaha,Nebr.,42.58
New Haven,Connecticut,San Francisco,Cal.,96.75
Willimantic,Connecticut,Boston,Mass.,3.00
Willimantic,Connecticut,New York,N.Y.,2.00
Willimantic,Connecticut,Philadelphia,Pa.,5.00
Willimantic,Connecticut,Baltimore,Md.,9.33
Willimantic,Connecticut,Washington,D.C.,10.50
Willimantic,Connecticut,Pittsburg,Pa.,16.00
Willimantic,Connecticut,Chicago,Ill.,30.50
Willimantic,Connecticut,Charleston,S.C.,27.50
Willimantic,Connecticut,Cincinnati,Ohio,37.00
Willimantic,Connecticut,Saint Louis,Mo.,32.50
Willimantic,Connecticut,Omaha,Nebr.,42.58
Willimantic,Connecticut,San Francisco,Cal.,96.92
Dover,Delaware,Boston,Mass.,12.00
Dover,Delaware,New York,N.Y.,6.00
Dover,Delaware,Philadelphia,Pa.,3.00
Dover,Delaware,Baltimore,Md.,2.50
Dover,Delaware,Washington,D.C.,3.50
Dover,Delaware,Pittsburg,Pa.,14.00
Dover,Delaware,Chicago,Ill.,26.00
Dover,Delaware,Charleston,S.C.,22.00
Dover,Delaware,Cincinnati,Ohio,22.00
Dover,Delaware,Saint Louis,Mo.,32.00
Dover,Delaware,Omaha,Nebr.,44.00
Dover,Delaware,San Francisco,Cal.,96.75
Wilmington,Delaware,Boston,Mass.,10.00
Wilmington,Delaware,New York,N.Y.,5.00
Wilmington,Delaware,Philadelphia,Pa.,1.00
Wilmington,Delaware,Washington,D.C.,4.00
Wilmington,Delaware,Pittsburg,Pa.,14.00
Wilmington,Delaware,Chicago,Ill.,25.00
Wilmington,Delaware,Charleston,S.C.,21.00
Wilmington,Delaware,Cincinnati,Ohio,19.58
Wilmington,Delaware,Saint Louis,Mo.,30.67
Wilmington,Delaware,Omaha,Nebr.,42.00
Wilmington,Delaware,San Francisco,Cal.,94.42
Washington,District of Columbia,Boston,Mass.,13.00
Washington,District of Columbia,New York,N.Y.,6.00
Washington,District of Columbia,Philadelphia,Pa.,4.00
Washington,District of Columbia,Baltimore,Md.,1.00
Washington,District of Columbia,Pittsburg,Pa.,13.00
Washington,District of Columbia,Chicago,Ill.,20.75
Washington,District of Columbia,Charleston,S.C.,18.92
Washington,District of Columbia,Cincinnati,Ohio,16.50
Washington,District of Columbia,Saint Louis,Mo.,24.00
Washington,District of Columbia,Omaha,Nebr.,39.00
Washington,District of Columbia,San Francisco,Cal.,95.08
Cedar Keys,Florida,Boston,Mass.,55.50
Cedar Keys,Florida,New York,N.Y.,48.83
Cedar Keys,Florida,Philadelphia,Pa.,44.00
Cedar Keys,Florida,Baltimore,Md.,41.00
Cedar Keys,Florida,Washington,D.C.,40.00
Cedar Keys,Florida,Pittsburg,Pa.,59.92
Cedar Keys,Florida,Chicago,Ill.,60.50
Cedar Keys,Florida,Charleston,S.C.,20.00
Cedar Keys,Florida,Cincinnati,Ohio,48.67
Cedar Keys,Florida,Saint Louis,Mo.,59.42
Cedar Keys,Florida,Omaha,Nebr.,72.50
Cedar Keys,Florida,San Francisco,Cal.,124.75
Jacksonville,Florida,Boston,Mass.,37.50
Jacksonville,Florida,New York,N.Y.,29.83
Jacksonville,Florida,Philadelphia,Pa.,26.50
Jacksonville,Florida,Baltimore,Md.,24.00
Jacksonville,Florida,Washington,D.C.,23.00
Jacksonville,Florida,Pittsburg,Pa.,46.92
Jacksonville,Florida,Chicago,Ill.,50.50
Jacksonville,Florida,Charleston,S.C.,11.00
Jacksonville,Florida,Cincinnati,Ohio,41.67
Jacksonville,Florida,Saint Louis,Mo.,50.42
Jacksonville,Florida,Omaha,Nebr.,65.50
Jacksonville,Florida,San Francisco,Cal.,115.75
Keywest,Florida,Boston,Mass.,63.83
Keywest,Florida,New York,N.Y.,55.67
Keywest,Florida,Philadelphia,Pa.,53.25
Keywest,Florida,Baltimore,Md.,50.50
Keywest,Florida,Washington,D.C.,48.50
Keywest,Florida,Pittsburg,Pa.,70.08
Keywest,Florida,Chicago,Ill.,70.50
Keywest,Florida,Charleston,S.C.,35.00
Keywest,Florida,Cincinnati,Ohio,65.50
Keywest,Florida,Saint Louis,Mo.,83.25
Keywest,Florida,Omaha,Nebr.,93.83
Keywest,Florida,San Francisco,Cal.,134.75
Tallahassee,Florida,Boston,Mass.,47.50
Tallahassee,Florida,New York,N.Y.,38.83
Tallahassee,Florida,Philadelphia,Pa.,35.00
Tallahassee,Florida,Baltimore,Md.,22.00
Tallahassee,Florida,Washington,D.C.,31.00
Tallahassee,Florida,Pittsburg,Pa.,53.92
Tallahassee,Florida,Chicago,Ill.,57.50
Tallahassee,Florida,Charleston,S.C.,18.00
Tallahassee,Florida,Cincinnati,Ohio,48.67
Tallahassee,Florida,Saint Louis,Mo.,59.42
Tallahassee,Florida,Omaha,Nebr.,72.50
Tallahassee,Florida,San Francisco,Cal.,122.75
Tampa,Florida,Boston,Mass.,50.83
Tampa,Florida,New York,N.Y.,43.67
Tampa,Florida,Philadelphia,Pa.,41.25
Tampa,Florida,Baltimore,Md.,38.50
Tampa,Florida,Washington,D.C.,36.50
Tampa,Florida,Pittsburg,Pa.,50.08
Tampa,Florida,Chicago,Ill.,61.50
Tampa,Florida,Charleston,S.C.,21.00
Tampa,Florida,Cincinnati,Ohio,52.50
Tampa,Florida,Saint Louis,Mo.,62.25
Tampa,Florida,Omaha,Nebr.,77.83
Tampa,Florida,San Francisco,Cal.,126.75
Atlanta,Georgia,Boston,Mass.,30.50
Atlanta,Georgia,New York,N.Y.,24.33
Atlanta,Georgia,Philadelphia,Pa.,22.00
Atlanta,Georgia,Baltimore,Md.,21.58
Atlanta,Georgia,Washington,D.C.,20.00
Atlanta,Georgia,Pittsburg,Pa.,34.33
Atlanta,Georgia,Chicago,Ill.,35.42
Atlanta,Georgia,Charleston,S.C.,13.75
Atlanta,Georgia,Cincinnati,Ohio,17.08
Atlanta,Georgia,Saint Louis,Mo.,30.17
Atlanta,Georgia,Omaha,Nebr.,50.42
Atlanta,Georgia,San Francisco,Cal.,102.75
Augusta,Georgia,Boston,Mass.,32.50
Augusta,Georgia,New York,N.Y.,26.33
Augusta,Georgia,Philadelphia,Pa.,23.00
Augusta,Georgia,Baltimore,Md.,21.58
Augusta,Georgia,Washington,D.C.,20.00
Augusta,Georgia,Pittsburg,Pa.,34.33
Augusta,Georgia,Chicago,Ill.,35.42
Augusta,Georgia,Charleston,S.C.,5.75
Augusta,Georgia,Cincinnati,Ohio,21.08
Augusta,Georgia,Saint Louis,Mo.,36.17
Augusta,Georgia,Omaha,Nebr.,50.42
Augusta,Georgia,San Francisco,Cal.,102.75
Macon,Georgia,Boston,Mass.,36.50
Macon,Georgia,New York,N.Y.,30.33
Macon,Georgia,Philadelphia,Pa.,27.00
Macon,Georgia,Baltimore,Md.,24.58
Macon,Georgia,Washington,D.C.,25.00
Macon,Georgia,Pittsburg,Pa.,32.33
Macon,Georgia,Chicago,Ill.,30.42
Macon,Georgia,Charleston,S.C.,12.00
Macon,Georgia,Cincinnati,Ohio,24.08
Macon,Georgia,Saint Louis,Mo.,30.17
Macon,Georgia,Omaha,Nebr.,50.42
Macon,Georgia,San Francisco,Cal.,95.75
Savannah,Georgia,Boston,Mass.,32.37
Savannah,Georgia,New York,N.Y.,26.20
Savannah,Georgia,Philadelphia,Pa.,24.70
Savannah,Georgia,Baltimore,Md.,22.13
Savannah,Georgia,Washington,D.C.,20.03
Savannah,Georgia,Pittsburg,Pa.,35.25
Savannah,Georgia,Chicago,Ill.,37.17
Savannah,Georgia,Charleston,S.C.,5.00
Savannah,Georgia,Cincinnati,Ohio,30.33
Savannah,Georgia,Saint Louis,Mo.,34.08
Savannah,Georgia,Omaha,Nebr.,53.00
Savannah,Georgia,San Francisco,Cal.,102.75
Boise,Idaho,Boston,Mass.,94.50
Boise,Idaho,New York,N.Y.,92.50
Boise,Idaho,Philadelphia,Pa.,94.67
Boise,Idaho,Baltimore,Md.,93.00
Boise,Idaho,Washington,D.C.,92.00
Boise,Idaho,Pittsburg,Pa.,83.00
Boise,Idaho,Chicago,Ill.,67.83
Boise,Idaho,Charleston,S.C.,104.83
Boise,Idaho,Cincinnati,Ohio,82.50
Boise,Idaho,Saint Louis,Mo.,70.50
Boise,Idaho,Omaha,Nebr.,52.67
Boise,Idaho,San Francisco,Cal.,54.75
Cairo,Illinois,Boston,Mass.,40.83
Cairo,Illinois,New York,N.Y.,38.00
Cairo,Illinois,Philadelphia,Pa.,35.50
Cairo,Illinois,Baltimore,Md.,36.50
Cairo,Illinois,Washington,D.C.,37.33
Cairo,Illinois,Pittsburg,Pa.,27.00
Cairo,Illinois,Chicago,Ill.,10.33
Cairo,Illinois,Charleston,S.C.,42.75
Cairo,Illinois,Cincinnati,Ohio,19.83
Cairo,Illinois,Saint Louis,Mo.,7.50
Cairo,Illinois,Omaha,Nebr.,30.00
Cairo,Illinois,San Francisco,Cal.,75.00
Chicago,Illinois,Boston,Mass.,29.00
Chicago,Illinois,New York,N.Y.,23.00
Chicago,Illinois,Philadelphia,Pa.,22.17
Chicago,Illinois,Baltimore,Md.,25.50
Chicago,Illinois,Washington,D.C.,24.50
Chicago,Illinois,Pittsburg,Pa.,13.00
Chicago,Illinois,Charleston,S.C.,40.25
Chicago,Illinois,Cincinnati,Ohio,11.50
Chicago,Illinois,Saint Louis,Mo.,11.08
Chicago,Illinois,Omaha,Nebr.,17.00
Chicago,Illinois,San Francisco,Cal.,65.25
Rock Island,Illinois,Boston,Mass.,39.25
Rock Island,Illinois,New York,N.Y.,35.25
Rock Island,Illinois,Philadelphia,Pa.,33.42
Rock Island,Illinois,Baltimore,Md.,35.00
Rock Island,Illinois,Washington,D.C.,36.00
Rock Island,Illinois,Pittsburg,Pa.,21.58
Rock Island,Illinois,Chicago,Ill.,7.58
Rock Island,Illinois,Charleston,S.C.,47.00
Rock Island,Illinois,Cincinnati,Ohio,20.75
Rock Island,Illinois,Saint Louis,Mo.,11.50
Rock Island,Illinois,Omaha,Nebr.,14.00
Rock Island,Illinois,San Francisco,Cal.,79.42
Springfield,Illinois,Boston,Mass.,37.00
Springfield,Illinois,New York,N.Y.,35.00
Springfield,Illinois,Philadelphia,Pa.,33.50
Springfield,Illinois,Baltimore,Md.,34.50
Springfield,Illinois,Washington,D.C.,36.33
Springfield,Illinois,Pittsburg,Pa.,21.00
Springfield,Illinois,Chicago,Ill.,7.33
Springfield,Illinois,Charleston,S.C.,60.75
Springfield,Illinois,Cincinnati,Ohio,10.75
Springfield,Illinois,Saint Louis,Mo.,3.50
Springfield,Illinois,Omaha,Nebr.,20.00
Springfield,Illinois,San Francisco,Cal.,77.58
Evansville,Indiana,Boston,Mass.,40.50
Evansville,Indiana,New York,N.Y.,33.00
Evansville,Indiana,Philadelphia,Pa.,32.50
Evansville,Indiana,Baltimore,Md.,30.50
Evansville,Indiana,Washington,D.C.,33.33
Evansville,Indiana,Pittsburg,Pa.,19.58
Evansville,Indiana,Chicago,Ill.,8.83
Evansville,Indiana,Charleston,S.C.,41.00
Evansville,Indiana,Cincinnati,Ohio,11.83
Evansville,Indiana,Saint Louis,Mo.,6.25
Evansville,Indiana,Omaha,Nebr.,22.50
Evansville,Indiana,San Francisco,Cal.,76.25
Fort Wayne,Indiana,Boston,Mass.,30.83
Fort Wayne,Indiana,New York,N.Y.,20.00
Fort Wayne,Indiana,Philadelphia,Pa.,19.67
Fort Wayne,Indiana,Baltimore,Md.,19.00
Fort Wayne,Indiana,Washington,D.C.,20.00
Fort Wayne,Indiana,Pittsburg,Pa.,7.83
Fort Wayne,Indiana,Chicago,Ill.,6.00
Fort Wayne,Indiana,Charleston,S.C.,46.75
Fort Wayne,Indiana,Cincinnati,Ohio,7.58
Fort Wayne,Indiana,Saint Louis,Mo.,12.58
Fort Wayne,Indiana,Omaha,Nebr.,21.00
Fort Wayne,Indiana,San Francisco,Cal.,73.75
Indianapolis,Indiana,Boston,Mass.,30.33
Indianapolis,Indiana,New York,N.Y.,23.00
Indianapolis,Indiana,Philadelphia,Pa.,21.50
Indianapolis,Indiana,Baltimore,Md.,23.00
Indianapolis,Indiana,Washington,D.C.,24.00
Indianapolis,Indiana,Pittsburg,Pa.,10.50
Indianapolis,Indiana,Chicago,Ill.,7.50
Indianapolis,Indiana,Charleston,S.C.,42.67
Indianapolis,Indiana,Cincinnati,Ohio,4.00
Indianapolis,Indiana,Saint Louis,Mo.,6.75
Indianapolis,Indiana,Omaha,Nebr.,22.00
Indianapolis,Indiana,San Francisco,Cal.,75.25
Burlington,Iowa,Boston,Mass.,37.00
Burlington,Iowa,New York,N.Y.,31.50
Burlington,Iowa,Philadelphia,Pa.,31.67
Burlington,Iowa,Baltimore,Md.,31.00
Burlington,Iowa,Washington,D.C.,30.00
Burlington,Iowa,Pittsburg,Pa.,20.83
Burlington,Iowa,Chicago,Ill.,5.83
Burlington,Iowa,Charleston,S.C.,50.75
Burlington,Iowa,Cincinnati,Ohio,17.00
Burlington,Iowa,Saint Louis,Mo.,10.42
Burlington,Iowa,Omaha,Nebr.,9.00
Burlington,Iowa,San Francisco,Cal.,64.75
Des Moines,Iowa,Boston,Mass.,43.50
Des Moines,Iowa,New York,N.Y.,37.50
Des Moines,Iowa,Philadelphia,Pa.,42.67
Des Moines,Iowa,Baltimore,Md.,44.00
Des Moines,Iowa,Washington,D.C.,45.00
Des Moines,Iowa,Pittsburg,Pa.,30.83
Des Moines,Iowa,Chicago,Ill.,10.83
Des Moines,Iowa,Charleston,S.C.,63.75
Des Moines,Iowa,Cincinnati,Ohio,27.00
Des Moines,Iowa,Saint Louis,Mo.,14.00
Des Moines,Iowa,Omaha,Nebr.,9.00
Des Moines,Iowa,San Francisco,Cal.,64.88
Dubuque,Iowa,Boston,Mass.,42.00
Dubuque,Iowa,New York,N.Y.,36.00
Dubuque,Iowa,Philadelphia,Pa.,38.17
Dubuque,Iowa,Baltimore,Md.,40.50
Dubuque,Iowa,Washington,D.C.,40.50
Dubuque,Iowa,Pittsburg,Pa.,27.67
Dubuque,Iowa,Chicago,Ill.,9.33
Dubuque,Iowa,Charleston,S.C.,59.25
Dubuque,Iowa,Cincinnati,Ohio,20.50
Dubuque,Iowa,Saint Louis,Mo.,14.00
Dubuque,Iowa,Omaha,Nebr.,18.50
Dubuque,Iowa,San Francisco,Cal.,67.13
Sioux City,Iowa,Boston,Mass.,56.50
Sioux City,Iowa,New York,N.Y.,51.50
Sioux City,Iowa,Philadelphia,Pa.,51.67
Sioux City,Iowa,Baltimore,Md.,58.00
Sioux City,Iowa,Washington,D.C.,54.00
Sioux City,Iowa,Pittsburg,Pa.,40.00
Sioux City,Iowa,Chicago,Ill.,22.83
Sioux City,Iowa,Charleston,S.C.,72.75
Sioux City,Iowa,Cincinnati,Ohio,33.00
Sioux City,Iowa,Saint Louis,Mo.,22.00
Sioux City,Iowa,Omaha,Nebr.,5.50
Sioux City,Iowa,San Francisco,Cal.,62.75
Atchison,Kansas,Boston,Mass.,50.00
Atchison,Kansas,New York,N.Y.,45.00
Atchison,Kansas,Philadelphia,Pa.,46.00
Atchison,Kansas,Baltimore,Md.,47.00
Atchison,Kansas,Washington,D.C.,44.00
Atchison,Kansas,Pittsburg,Pa.,30.83
Atchison,Kansas,Chicago,Ill.,15.00
Atchison,Kansas,Charleston,S.C.,58.75
Atchison,Kansas,Cincinnati,Ohio,24.50
Atchison,Kansas,Saint Louis,Mo.,12.67
Atchison,Kansas,Omaha,Nebr.,6.50
Atchison,Kansas,San Francisco,Cal.,63.47
Leavenworth,Kansas,Boston,Mass.,47.00
Leavenworth,Kansas,New York,N.Y.,41.00
Leavenworth,Kansas,Philadelphia,Pa.,41.67
Leavenworth,Kansas,Baltimore,Md.,42.00
Leavenworth,Kansas,Washington,D.C.,43.00
Leavenworth,Kansas,Pittsburg,Pa.,30.83
Leavenworth,Kansas,Chicago,Ill.,17.00
Leavenworth,Kansas,Charleston,S.C.,60.75
Leavenworth,Kansas,Cincinnati,Ohio,25.50
Leavenworth,Kansas,Saint Louis,Mo.,11.67
Leavenworth,Kansas,Omaha,Nebr.,7.50
Leavenworth,Kansas,San Francisco,Cal.,61.47
Topeka,Kansas,Boston,Mass.,50.00
Topeka,Kansas,New York,N.Y.,48.00
Topeka,Kansas,Philadelphia,Pa.,44.67
Topeka,Kansas,Baltimore,Md.,46.00
Topeka,Kansas,Washington,D.C.,46.00
Topeka,Kansas,Pittsburg,Pa.,32.83
Topeka,Kansas,Chicago,Ill.,19.00
Topeka,Kansas,Charleston,S.C.,62.75
Topeka,Kansas,Cincinnati,Ohio,26.50
Topeka,Kansas,Saint Louis,Mo.,13.67
Topeka,Kansas,Omaha,Nebr.,11.50
Topeka,Kansas,San Francisco,Cal.,68.47
Frankfort,Kentucky,Boston,Mass.,36.00
Frankfort,Kentucky,New York,N.Y.,30.00
Frankfort,Kentucky,Philadelphia,Pa.,34.50
Frankfort,Kentucky,Baltimore,Md.,31.00
Frankfort,Kentucky,Washington,D.C.,32.00
Frankfort,Kentucky,Pittsburg,Pa.,17.00
Frankfort,Kentucky,Chicago,Ill.,14.83
Frankfort,Kentucky,Charleston,S.C.,48.75
Frankfort,Kentucky,Cincinnati,Ohio,7.00
Frankfort,Kentucky,Saint Louis,Mo.,14.00
Frankfort,Kentucky,Omaha,Nebr.,80.00
Frankfort,Kentucky,San Francisco,Cal.,83.47
Henderson,Kentucky,Boston,Mass.,38.50
Henderson,Kentucky,New York,N.Y.,34.00
Henderson,Kentucky,Philadelphia,Pa.,32.50
Henderson,Kentucky,Baltimore,Md.,33.50
Henderson,Kentucky,Washington,D.C.,32.33
Henderson,Kentucky,Pittsburg,Pa.,21.92
